UID        PID  PPID  C STIME TTY          TIME CMD
anonymized  11278 11277  0 Oct27 pts/1    00:00:00 /bin/bash
anonymized  11461     1  0 Oct27 ?        00:00:25 /usr/bin/dbus-daemon --fork --print-pid 5 --print-address 8 --config-file /usr/share/fcitx/dbus/daemon.conf
anonymized  11469     1  0 Oct27 ?        00:00:00 /usr/bin/fcitx-dbus-watcher unix:abstract=/tmp/dbus-V3xJuj4Grp,guid=dc1331fa8f51bc90e113a6f15f983286 11461
anonymized  11538 12507  0 19:36 pts/26   00:00:00 bash
anonymized  11551  9368  0 Oct27 ?        00:02:27 sogou-qimpanel
root     11597     2  0 20:39 ?        00:00:00 [kworker/u24:1]
anonymized  11647  5027  0 Oct30 ?        00:00:06 /home/anonymized/.vscode/extensions/ms-vscode.cpptools-1.0.1/bin/cpptools-srv 5027 218
root     11676     2  0 20:44 ?        00:00:00 [kworker/6:0]
anonymized  11823  5027  0 Oct30 ?        00:00:07 /home/anonymized/.vscode/extensions/ms-vscode.cpptools-1.0.1/bin/cpptools-srv 5027 219
anonymized  12507  9368  0 Oct28 ?        00:01:46 /usr/lib/gnome-terminal/gnome-terminal-server
anonymized  12512 12507  0 Oct28 pts/2    00:00:01 bash
anonymized  12540  4693  0 Oct28 ?        00:27:37 /usr/lib/firefox/firefox -contentproc -childID 10 -isForBrowser -prefsLen 10226 -prefMapSize 228495 -parentBuildID 20201014125134 -appdir /usr/lib/firefox/browser 4693 true tab
anonymized  12699  4585  0 Oct28 ?        00:00:10 /usr/share/code/code /usr/share/code/resources/app/extensions/json-language-features/server/dist/node/jsonServerMain --node-ipc --clientProcessId=4585
anonymized  13406  5027  0 Oct30 ?        00:00:06 /home/anonymized/.vscode/extensions/ms-vscode.cpptools-1.0.1/bin/cpptools-srv 5027 223
anonymized  13567  4693  0 Oct28 ?        00:35:20 /usr/lib/firefox/firefox -contentproc -childID 11 -isForBrowser -prefsLen 10291 -prefMapSize 228495 -parentBuildID 20201014125134 -appdir /usr/lib/firefox/browser 4693 true tab
anonymized  13672  4693  0 Oct28 ?        00:36:08 /usr/lib/firefox/firefox -contentproc -childID 12 -isForBrowser -prefsLen 10291 -prefMapSize 228495 -parentBuildID 20201014125134 -appdir /usr/lib/firefox/browser 4693 true tab
anonymized  13724  9368  0 Oct28 ?        00:00:32 /usr/lib/speech-dispatcher-modules/sd_generic /etc/speech-dispatcher/modules/generic.conf
anonymized  13732  9368  0 Oct28 ?        00:00:32 /usr/lib/speech-dispatcher-modules/sd_dummy /etc/speech-dispatcher/modules/dummy.conf
anonymized  13735  9368  0 Oct28 ?        00:00:32 /usr/lib/speech-dispatcher-modules/sd_cicero /etc/speech-dispatcher/modules/cicero.conf
anonymized  13736 13735  0 Oct28 ?        00:00:00 [sd_cicero] <defunct>
anonymized  13739  9368  0 Oct28 ?        00:00:32 /usr/lib/speech-dispatcher-modules/sd_espeak /etc/speech-dispatcher/modules/espeak.conf
anonymized  13744  9368  0 Oct28 ?        00:00:00 /usr/bin/speech-dispatcher --spawn --communication-method unix_socket --socket-path /run/user/1000/speech-dispatcher/speechd.sock
anonymized  13760  9368  0 Oct28 ?        00:00:00 /usr/lib/libreoffice/program/oosplash --impress file:///home/anonymized/Downloads/smackslidecom-marple-mitigati-5f99247de3d36.pptx
anonymized  13804 13760  0 Oct28 ?        00:06:15 /usr/lib/libreoffice/program/soffice.bin --impress file:///home/anonymized/Downloads/smackslidecom-marple-mitigati-5f99247de3d36.pptx --splash-pipe=5
root     14178     2  0 21:15 ?        00:00:00 [kworker/1:2]
anonymized  14840 12507  0 21:15 pts/27   00:00:00 bash
root     14866     2  0 Oct30 ?        00:00:01 [kworker/4:2]
root     15574     2  0 21:42 ?        00:00:00 [kworker/u24:4]
root     15881     2  0 21:51 ?        00:00:00 [kworker/u24:0]
root     15903     2  0 21:52 ?        00:00:00 [kworker/7:2]
root     15954     2  0 21:54 ?        00:00:00 [kworker/0:0]
root     16154     2  0 22:00 ?        00:00:00 [kworker/u24:2]
root     16163     2  0 22:00 ?        00:00:00 [kworker/3:0]
root     16168     2  0 22:01 ?        00:00:00 [kworker/6:1]
root     16204     2  0 22:03 ?        00:00:00 [kworker/4:1]
anonymized  16259 12512  0 Oct29 pts/2    00:00:00 ./driver
root     17072     2  0 22:05 ?        00:00:00 [kworker/8:2]
root     17131     2  0 22:07 ?        00:00:00 [kworker/9:1]
root     17155     2  0 22:07 ?        00:00:00 [kworker/11:0]
root     17165     2  0 22:07 ?        00:00:00 [kworker/7:1]
root     17169     2  0 22:07 ?        00:00:00 [kworker/10:2]
root     17187     2  0 22:07 ?        00:00:00 [kworker/5:2]
root     17250     2  0 22:08 ?        00:00:00 [kworker/0:1]
root     17260     2  0 22:09 ?        00:00:00 [kworker/2:0]
root     17277     2  0 22:10 ?        00:00:00 [kworker/6:2]
root     17288     2  0 22:12 ?        00:00:00 [kworker/3:2]
root     17289     2  0 22:12 ?        00:00:00 [kworker/4:0]
root     17312     2  0 22:12 ?        00:00:00 [kworker/7:0]
root     17320     2  0 22:13 ?        00:00:00 [kworker/9:2]
root     17338     2  0 22:13 ?        00:00:00 [kworker/u24:3]
root     17346 29387  0 22:14 pts/23   00:00:00 sudo bash ./config.sh nano_scp_1
root     17347 17346  0 22:14 pts/23   00:00:00 bash ./config.sh nano_scp_1
root     17362 17347  0 22:14 pts/23   00:00:00 ps -ef
root     17363     2  0 22:14 ?        00:00:00 [kworker/10:0]
anonymized  18463  4693  0 Oct28 ?        00:07:18 /usr/lib/firefox/firefox -contentproc -childID 14 -isForBrowser -prefsLen 10291 -prefMapSize 228495 -parentBuildID 20201014125134 -appdir /usr/lib/firefox/browser 4693 true tab
anonymized  19595  4693  0 Oct28 ?        00:20:00 /usr/lib/firefox/firefox -contentproc -childID 16 -isForBrowser -prefsLen 10291 -prefMapSize 228495 -parentBuildID 20201014125134 -appdir /usr/lib/firefox/browser 4693 true tab
root     24767     2  0 10:24 ?        00:00:00 [kworker/5:1]
root     25057     2  0 10:57 ?        00:00:00 [kworker/2:1]
anonymized  26291  5027  0 12:54 ?        00:00:01 /home/anonymized/.vscode/extensions/ms-vscode.cpptools-1.0.1/bin/cpptools-srv 5027 226
anonymized  26487  5027  0 13:00 ?        00:00:01 /home/anonymized/.vscode/extensions/ms-vscode.cpptools-1.0.1/bin/cpptools-srv 5027 227
anonymized  26689  5027  0 13:08 ?        00:00:01 /home/anonymized/.vscode/extensions/ms-vscode.cpptools-1.0.1/bin/cpptools-srv 5027 228
anonymized  26912  4499  0 13:13 ?        00:01:47 /usr/share/code/code --type=renderer --disable-color-correct-rendering --no-sandbox --field-trial-handle=12160288744938646903,1100927733753272460,131072 --enable-features=WebComponentsV0Enabled --disable-features=SpareRendererForSitePerProcess --lang=en-US --enable-crash-reporter=bfde6216-54b1-47fa-a972-c75b1fc3c307,no_channel --global-crash-keys=bfde6216-54b1-47fa-a972-c75b1fc3c307,no_channel,_companyName=Microsoft,_productName=VSCode,_version=1.49.2 --standard-schemes=vscode-webview,vscode-webview-resource --secure-schemes=vscode-webview,vscode-webview-resource --bypasscsp-schemes --cors-schemes=vscode-webview,vscode-webview-resource --fetch-schemes=vscode-webview,vscode-webview-resource --service-worker-schemes --app-path=/usr/share/code/resources/app --node-integration --webview-tag --no-sandbox --no-zygote --native-window-open --preload=/usr/share/code/resources/app/out/vs/base/parts/sandbox/electron-browser/preload.js --background-color=#1e1e1e --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=9 --no-v8-untrusted-code-mitigations --shared-files=v8_snapshot_data:100
anonymized  26955 26912  0 13:13 ?        00:00:07 /usr/share/code/code --inspect-port=0 /usr/share/code/resources/app/out/bootstrap-fork --type=extensionHost
anonymized  26962 26912  0 13:13 ?        00:00:06 /usr/share/code/code /usr/share/code/resources/app/out/bootstrap-fork --type=watcherService
anonymized  28270 12507  0 13:22 pts/24   00:00:00 bash
root     28282 28270  0 13:22 pts/24   00:00:00 sudo su
root     28284 28282  0 13:22 pts/24   00:00:00 su
root     28285 28284  0 13:22 pts/24   00:00:00 bash
root     29113     2  0 13:31 ?        00:00:00 [audit_prune_tre]
root     29245     2  0 13:31 ?        00:00:00 [kworker/3:1]
root     29278     2  0 13:31 ?        00:00:00 [kworker/9:0]
anonymized  29387 12507  0 13:32 pts/23   00:00:00 bash
root     30784     2  0 13:40 ?        00:00:00 [kworker/11:2]
root     30862     2  0 13:40 ?        00:00:00 [kworker/10:1]
anonymized  32325 12507  0 Oct29 pts/4    00:00:00 bash
